id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Cluster
143256,female,30,180.0,78.0,9.0,87.0,40.0,35.0,0
502404,male,34,169.0,71.0,18.0,95.0,40.7,87.0,1
228909,male,39,175.0,74.0,15.0,96.0,40.1,73.0,0
370730,male,21,187.0,92.0,27.0,104.0,40.7,150.0,1
596150,female,36,170.0,72.0,7.0,85.0,39.4,28.0,0
631916,male,33,185.0,84.0,4.0,82.0,38.1,9.0,0
437270,male,26,186.0,84.0,1.0,83.0,37.7,3.0,0
584959,male,21,194.0,88.0,15.0,95.0,40.1,61.0,0
259660,female,64,160.0,64.0,14.0,90.0,40.3,70.0,0
465917,female,44,159.0,63.0,6.0,80.0,39.2,22.0,0
372139,male,30,171.0,78.0,21.0,103.0,40.7,114.0,1
511610,female,52,168.0,66.0,16.0,105.0,40.2,102.0,1
312556,female,21,158.0,57.0,26.0,112.0,40.8,177.0,1
672134,male,31,178.0,81.0,5.0,84.0,39.1,14.0,0
645732,male,48,184.0,83.0,3.0,79.0,38.5,8.0,0
191996,male,47,173.0,79.0,23.0,107.0,40.6,163.0,1
160289,female,53,168.0,68.0,10.0,96.0,39.2,53.0,0
491351,male,26,157.0,58.0,13.0,91.0,40.3,51.0,0
655740,female,20,163.0,60.0,25.0,101.0,40.5,143.0,1
665190,female,34,164.0,64.0,22.0,95.0,40.9,110.0,1
49064,male,25,183.0,89.0,13.0,90.0,39.5,47.0,0
65329,female,52,162.0,61.0,19.0,98.0,40.5,107.0,1
567632,female,43,166.0,68.0,26.0,108.0,40.8,170.0,1
716865,male,48,184.0,89.0,6.0,93.0,39.5,29.0,0
506157,male,71,187.0,91.0,8.0,91.0,39.6,44.0,0
534434,male,25,191.0,94.0,2.0,82.0,38.6,5.0,0
441519,male,32,194.0,92.0,2.0,91.0,38.0,9.0,0
700231,male,23,191.0,89.0,11.0,97.0,40.1,50.0,0
412516,female,37,177.0,75.0,14.0,97.0,40.3,73.0,1
357148,female,43,164.0,62.0,4.0,86.0,38.9,18.0,0
445450,female,58,165.0,67.0,30.0,106.0,41.0,204.0,1
30804,female,65,177.0,78.0,28.0,105.0,41.0,183.0,1
571533,male,26,186.0,93.0,2.0,72.0,37.8,4.0,0
116934,female,32,160.0,55.0,10.0,86.0,39.9,40.0,0
626819,female,20,158.0,55.0,25.0,103.0,40.7,142.0,1
351504,male,60,195.0,101.0,29.0,112.0,40.9,261.0,1
347669,female,41,166.0,66.0,26.0,100.0,40.9,146.0,1
41832,male,32,187.0,85.0,19.0,96.0,40.7,89.0,1
227193,female,74,176.0,73.0,16.0,97.0,40.2,112.0,1
629898,female,29,157.0,53.0,5.0,87.0,39.1,21.0,0
575744,female,32,172.0,68.0,11.0,95.0,39.9,54.0,0
251678,female,31,169.0,68.0,10.0,93.0,39.6,44.0,0
231401,female,25,160.0,60.0,19.0,101.0,40.5,109.0,1
665330,female,62,161.0,65.0,14.0,96.0,40.4,77.0,1
108981,male,28,190.0,88.0,29.0,107.0,40.9,178.0,1
493897,female,31,166.0,64.0,8.0,85.0,39.5,31.0,0
114213,female,40,162.0,67.0,21.0,113.0,40.7,147.0,1
4960,male,63,183.0,88.0,2.0,85.0,38.3,9.0,0
306190,female,29,166.0,64.0,26.0,102.0,40.7,142.0,1
259270,male,56,170.0,72.0,9.0,92.0,39.6,44.0,0
342167,male,52,172.0,78.0,4.0,86.0,38.8,16.0,0
297581,male,52,181.0,82.0,27.0,107.0,40.9,193.0,1
733205,female,55,164.0,62.0,19.0,104.0,40.7,120.0,1
54454,female,32,149.0,50.0,16.0,88.0,40.5,71.0,0
440128,female,36,188.0,64.0,10.0,86.0,39.7,41.0,0
647964,female,53,185.0,82.0,15.0,95.0,40.3,82.0,1
72731,male,31,185.0,92.0,3.0,85.0,38.6,8.0,0
203367,female,42,168.0,65.0,17.0,95.0,40.1,88.0,1
269191,male,37,178.0,80.0,10.0,89.0,39.7,36.0,0
344255,male,51,175.0,74.0,10.0,95.0,39.8,51.0,0
637738,male,48,160.0,70.0,1.0,81.0,38.0,3.0,0
159388,male,64,179.0,78.0,5.0,90.0,38.9,24.0,0
629907,male,64,194.0,96.0,17.0,111.0,40.5,183.0,1
645066,male,31,181.0,82.0,28.0,112.0,40.9,197.0,1
636989,male,63,183.0,87.0,26.0,108.0,40.9,223.0,1
440346,male,71,167.0,73.0,25.0,109.0,40.8,217.0,1
122556,female,49,169.0,72.0,21.0,97.0,40.7,113.0,1
463660,female,75,166.0,66.0,17.0,104.0,40.6,111.0,1
250589,male,42,191.0,95.0,12.0,93.0,39.9,60.0,0
505135,male,58,195.0,92.0,16.0,100.0,40.2,108.0,1
665335,female,44,168.0,64.0,29.0,111.0,40.9,199.0,1
404121,male,50,179.0,81.0,11.0,94.0,39.8,58.0,0
172014,male,24,174.0,71.0,10.0,89.0,39.8,30.0,0
497995,male,38,190.0,99.0,27.0,105.0,40.3,176.0,1
262743,female,53,169.0,69.0,18.0,102.0,40.7,110.0,1
10828,male,41,207.0,110.0,30.0,113.0,41.1,238.0,1
389295,female,41,162.0,63.0,29.0,110.0,40.9,193.0,1
209548,female,64,166.0,64.0,12.0,96.0,39.9,68.0,0
383014,male,63,178.0,82.0,13.0,91.0,40.0,73.0,0
516775,female,36,177.0,73.0,17.0,92.0,40.2,80.0,0
11536,male,50,190.0,93.0,12.0,87.0,40.1,54.0,0
627840,female,55,173.0,72.0,17.0,96.0,40.1,95.0,1
171169,male,38,202.0,102.0,5.0,84.0,39.1,18.0,0
404122,male,21,184.0,93.0,7.0,81.0,39.6,10.0,0
392946,female,44,164.0,64.0,10.0,94.0,40.0,51.0,0
268076,female,44,160.0,57.0,2.0,83.0,38.6,8.0,0
386378,male,21,175.0,72.0,30.0,115.0,40.9,215.0,1
305295,female,63,171.0,71.0,27.0,109.0,40.6,194.0,1
290336,male,62,174.0,77.0,7.0,87.0,39.5,32.0,0
237740,male,52,180.0,79.0,28.0,104.0,40.9,191.0,1
137221,female,71,156.0,55.0,26.0,110.0,40.4,191.0,1
365831,female,32,163.0,64.0,22.0,107.0,40.5,142.0,1
741891,female,30,159.0,62.0,8.0,97.0,39.4,41.0,0
414488,female,65,155.0,54.0,27.0,105.0,40.9,193.0,1
735044,male,56,203.0,99.0,11.0,89.0,40.0,55.0,0
500330,female,27,177.0,73.0,27.0,107.0,40.7,162.0,1
686333,male,42,194.0,101.0,11.0,99.0,39.8,65.0,0
469513,male,43,182.0,87.0,2.0,82.0,38.1,6.0,0
548152,female,25,175.0,68.0,19.0,109.0,40.7,121.0,1
234371,male,51,181.0,81.0,22.0,98.0,40.8,126.0,1
618435,female,31,157.0,54.0,12.0,93.0,39.7,61.0,0
85047,female,23,150.0,49.0,15.0,89.0,40.3,67.0,0
127422,male,36,190.0,95.0,6.0,85.0,38.9,20.0,0
340271,male,43,187.0,93.0,22.0,104.0,40.5,145.0,1
537785,male,32,186.0,88.0,22.0,105.0,40.6,133.0,1
488465,female,42,153.0,54.0,17.0,102.0,40.4,104.0,1
325453,female,33,180.0,75.0,14.0,99.0,40.1,70.0,0
75058,female,31,151.0,53.0,6.0,85.0,39.2,24.0,0
581858,female,30,171.0,67.0,18.0,98.0,40.3,94.0,1
603900,female,53,159.0,62.0,5.0,84.0,39.4,21.0,0
334768,male,71,201.0,102.0,8.0,96.0,39.6,57.0,0
455655,female,39,179.0,72.0,20.0,104.0,40.4,118.0,1
556394,female,61,151.0,51.0,22.0,95.0,40.7,122.0,1
129374,male,72,170.0,77.0,12.0,95.0,39.8,74.0,0
20832,male,65,174.0,80.0,6.0,88.0,39.3,29.0,0
680295,female,60,155.0,52.0,25.0,97.0,40.8,147.0,1
712498,male,54,176.0,79.0,4.0,90.0,38.3,19.0,0
133741,male,50,183.0,80.0,24.0,96.0,40.7,131.0,1
361396,female,23,179.0,82.0,19.0,98.0,40.5,91.0,1
93723,female,20,170.0,66.0,3.0,84.0,38.5,10.0,0
130496,male,33,189.0,94.0,13.0,91.0,40.5,54.0,0
459347,male,44,183.0,88.0,8.0,88.0,39.5,32.0,0
540463,female,27,169.0,62.0,23.0,104.0,40.5,136.0,1
382286,female,32,171.0,63.0,24.0,109.0,40.6,156.0,1
9956,male,48,180.0,81.0,11.0,90.0,40.0,49.0,0
429764,female,22,170.0,66.0,22.0,110.0,40.6,142.0,1
511605,male,21,195.0,99.0,15.0,91.0,40.2,51.0,0
520871,female,29,169.0,69.0,14.0,96.0,40.1,69.0,0
157260,male,25,169.0,72.0,15.0,97.0,40.2,64.0,0
552591,female,40,153.0,56.0,20.0,106.0,40.5,130.0,1
462877,male,25,191.0,94.0,16.0,90.0,40.2,57.0,0
30688,female,48,161.0,67.0,9.0,96.0,39.8,47.0,0
686491,male,45,196.0,103.0,22.0,106.0,40.5,152.0,1
642700,female,25,177.0,74.0,9.0,90.0,39.7,37.0,0
297317,male,61,193.0,98.0,27.0,112.0,41.3,233.0,1
780,male,52,194.0,99.0,11.0,98.0,39.9,62.0,0
261692,female,35,174.0,67.0,25.0,105.0,40.6,150.0,1
734107,female,26,160.0,55.0,24.0,104.0,40.8,144.0,1
521420,female,23,174.0,65.0,21.0,105.0,40.5,121.0,1
102225,female,55,171.0,72.0,16.0,100.0,40.0,93.0,1
346474,male,54,179.0,83.0,15.0,91.0,40.4,72.0,0
713502,female,55,168.0,63.0,24.0,99.0,40.6,137.0,1
468407,male,40,195.0,95.0,10.0,91.0,39.9,47.0,0
68932,female,31,163.0,62.0,4.0,84.0,39.1,17.0,0
499832,male,40,186.0,93.0,10.0,92.0,39.8,44.0,0
254009,female,20,159.0,57.0,6.0,84.0,39.2,22.0,0
582689,female,38,172.0,68.0,6.0,79.0,39.4,19.0,0
367685,female,46,173.0,72.0,18.0,100.0,40.5,104.0,1
658104,female,42,169.0,64.0,12.0,94.0,40.3,60.0,0
164907,male,49,184.0,85.0,21.0,101.0,40.5,126.0,1
308492,female,36,164.0,64.0,27.0,105.0,40.8,169.0,1
141162,male,61,171.0,79.0,20.0,98.0,40.5,125.0,1
385817,male,30,174.0,81.0,26.0,103.0,40.7,146.0,1
712199,female,65,156.0,56.0,25.0,105.0,40.8,169.0,1
393486,female,25,153.0,55.0,14.0,99.0,40.0,76.0,1
377749,female,39,164.0,67.0,25.0,105.0,40.8,151.0,1
716902,male,31,193.0,92.0,3.0,84.0,38.5,10.0,0
452125,male,42,175.0,74.0,25.0,106.0,40.6,155.0,1
685003,male,50,186.0,87.0,13.0,95.0,39.9,72.0,0
637834,male,21,170.0,69.0,4.0,80.0,38.9,8.0,0
365040,female,67,171.0,70.0,4.0,84.0,38.9,16.0,0
191055,male,47,176.0,78.0,15.0,100.0,40.4,87.0,1
317156,female,38,159.0,63.0,4.0,86.0,38.9,16.0,0
212469,male,52,186.0,89.0,6.0,83.0,39.2,22.0,0
623576,male,60,193.0,93.0,16.0,93.0,40.5,95.0,1
465863,male,26,182.0,82.0,27.0,111.0,41.1,172.0,1
337317,female,52,173.0,69.0,13.0,98.0,40.3,71.0,1
472687,male,44,171.0,75.0,24.0,104.0,40.8,149.0,1
160512,male,51,171.0,71.0,16.0,104.0,40.3,102.0,1
366011,female,21,173.0,66.0,25.0,103.0,40.7,133.0,1
582204,male,40,181.0,83.0,20.0,107.0,40.5,130.0,1
306062,male,53,181.0,87.0,2.0,87.0,38.1,9.0,0
594254,female,22,177.0,73.0,23.0,108.0,40.7,139.0,1
106325,male,45,191.0,93.0,15.0,94.0,40.5,80.0,1
265473,male,22,196.0,95.0,27.0,108.0,40.9,168.0,1
143918,female,44,173.0,67.0,24.0,107.0,40.7,156.0,1
659900,male,48,171.0,77.0,10.0,93.0,39.6,50.0,0
612948,male,22,183.0,86.0,9.0,85.0,39.4,23.0,0
338428,female,20,174.0,74.0,20.0,102.0,40.6,107.0,1
288882,male,60,174.0,78.0,28.0,111.0,40.8,226.0,1
277489,male,51,187.0,94.0,14.0,93.0,40.3,75.0,0
5430,male,28,179.0,73.0,22.0,105.0,40.7,128.0,1
325039,female,45,151.0,51.0,3.0,77.0,38.8,11.0,0
480076,male,27,184.0,84.0,1.0,80.0,38.0,1.0,0
657974,male,64,201.0,102.0,8.0,100.0,40.0,54.0,0
377976,male,62,194.0,105.0,21.0,106.0,40.8,171.0,1
372326,male,40,191.0,88.0,2.0,82.0,38.1,6.0,0
512453,male,46,181.0,82.0,28.0,104.0,41.0,178.0,1
477190,female,37,152.0,54.0,19.0,94.0,39.9,98.0,1
724110,male,38,179.0,78.0,25.0,110.0,40.7,171.0,1
335181,male,39,164.0,68.0,3.0,81.0,38.6,6.0,0
687576,male,65,190.0,93.0,1.0,87.0,37.6,4.0,0
158,female,31,171.0,66.0,4.0,81.0,39.1,12.0,0
687922,male,28,184.0,84.0,10.0,82.0,39.7,32.0,0
443646,male,43,183.0,89.0,27.0,109.0,40.7,197.0,1
432864,female,38,176.0,74.0,16.0,101.0,40.4,92.0,1
480796,female,43,170.0,66.0,8.0,80.0,39.8,27.0,0
510724,female,70,163.0,60.0,18.0,96.0,40.3,103.0,1
414394,female,47,179.0,78.0,15.0,101.0,40.4,86.0,1
344145,male,38,199.0,98.0,5.0,87.0,39.1,20.0,0
208144,female,40,169.0,71.0,8.0,88.0,39.7,34.0,0
208227,male,22,179.0,79.0,15.0,90.0,40.2,51.0,0
93763,female,50,169.0,61.0,14.0,99.0,40.0,81.0,1
287248,female,52,159.0,59.0,2.0,91.0,38.2,9.0,0
662861,male,30,169.0,68.0,14.0,99.0,40.6,72.0,1
377396,female,21,165.0,62.0,1.0,72.0,37.8,2.0,0
542178,female,32,163.0,59.0,9.0,89.0,39.9,39.0,0
7818,male,51,200.0,95.0,25.0,105.0,40.8,183.0,1
301231,male,68,194.0,101.0,9.0,88.0,39.8,50.0,0
421936,male,62,185.0,91.0,30.0,108.0,41.3,241.0,1
86840,female,56,169.0,67.0,25.0,106.0,40.6,165.0,1
530007,male,22,178.0,81.0,10.0,92.0,39.9,38.0,0
215594,male,45,179.0,87.0,17.0,101.0,39.9,107.0,1
215019,female,67,173.0,71.0,23.0,97.0,40.9,135.0,1
142147,male,32,181.0,84.0,11.0,92.0,40.1,43.0,0
97605,female,43,154.0,59.0,28.0,110.0,40.6,192.0,1
482378,female,79,152.0,54.0,24.0,104.0,40.7,166.0,1
392288,female,27,155.0,55.0,11.0,98.0,39.7,62.0,0
416611,female,50,167.0,63.0,21.0,99.0,40.6,121.0,1
674497,female,55,166.0,68.0,4.0,86.0,39.0,18.0,0
87373,female,50,174.0,72.0,19.0,100.0,40.6,107.0,1
357129,male,59,170.0,75.0,27.0,108.0,40.9,203.0,1
689084,female,66,175.0,69.0,10.0,94.0,39.8,52.0,0
496296,female,51,161.0,65.0,8.0,86.0,39.9,34.0,0
742720,female,47,173.0,73.0,11.0,95.0,39.9,57.0,0
166469,female,22,169.0,66.0,1.0,83.0,37.8,3.0,0
562147,female,57,176.0,72.0,10.0,99.0,39.7,56.0,0
627886,female,48,174.0,72.0,2.0,73.0,38.2,5.0,0
564886,male,37,161.0,69.0,14.0,91.0,40.1,56.0,0
9361,male,54,169.0,69.0,8.0,98.0,39.7,46.0,0
57131,female,38,153.0,52.0,25.0,105.0,40.9,157.0,1
218462,female,23,158.0,54.0,6.0,83.0,39.4,22.0,0
293998,female,40,154.0,55.0,22.0,106.0,40.8,138.0,1
274406,male,48,194.0,96.0,11.0,95.0,40.3,61.0,0
546418,female,37,161.0,58.0,16.0,92.0,40.1,76.0,0
162120,female,31,166.0,61.0,29.0,108.0,40.4,190.0,1
143768,male,62,185.0,89.0,12.0,89.0,40.2,58.0,0
735856,female,44,169.0,73.0,24.0,108.0,40.6,156.0,1
549807,female,72,163.0,68.0,19.0,96.0,40.7,108.0,1
497673,male,43,184.0,83.0,29.0,112.0,41.2,223.0,1
542840,male,24,179.0,78.0,21.0,103.0,40.6,112.0,1
674671,male,31,189.0,95.0,15.0,105.0,40.4,90.0,1
497695,male,56,196.0,98.0,14.0,88.0,40.1,70.0,0
619572,male,48,183.0,88.0,22.0,93.0,40.6,113.0,1
28657,female,26,162.0,61.0,24.0,105.0,41.0,144.0,1
36428,female,29,160.0,62.0,19.0,101.0,40.6,109.0,1
362969,female,35,168.0,62.0,12.0,93.0,39.9,57.0,0
629900,female,51,160.0,57.0,10.0,88.0,39.7,47.0,0
394174,female,43,172.0,67.0,5.0,82.0,39.1,19.0,0
684726,male,61,188.0,92.0,13.0,101.0,40.4,87.0,1
502348,female,28,160.0,61.0,11.0,104.0,40.0,66.0,1
374388,male,43,176.0,74.0,24.0,97.0,40.8,128.0,1
92521,female,45,172.0,69.0,30.0,107.0,40.9,198.0,1
590925,female,25,183.0,76.0,25.0,107.0,40.9,154.0,1
170371,male,36,183.0,83.0,15.0,95.0,40.3,71.0,0
245251,male,27,176.0,79.0,16.0,91.0,40.2,59.0,0
182433,male,28,200.0,96.0,23.0,98.0,40.5,120.0,1
232606,female,45,158.0,54.0,29.0,112.0,40.8,210.0,1
690497,male,42,183.0,90.0,29.0,111.0,41.0,216.0,1
638091,female,70,163.0,64.0,12.0,98.0,39.9,72.0,0
579689,male,55,194.0,93.0,8.0,85.0,39.7,34.0,0
632046,female,23,158.0,57.0,12.0,98.0,40.0,65.0,0
174799,male,38,196.0,99.0,4.0,89.0,38.9,14.0,0
465049,female,30,157.0,56.0,17.0,89.0,40.5,71.0,1
126933,female,56,169.0,69.0,25.0,105.0,40.9,160.0,1
193425,female,63,162.0,66.0,5.0,84.0,39.1,22.0,0
100202,male,68,187.0,87.0,16.0,91.0,40.5,88.0,1
736047,female,48,167.0,59.0,3.0,88.0,38.8,11.0,0
529192,female,22,163.0,61.0,10.0,78.0,39.7,30.0,0
115349,male,29,173.0,82.0,12.0,96.0,39.9,54.0,0
422068,male,41,189.0,88.0,21.0,104.0,40.5,134.0,1
122507,female,47,169.0,69.0,3.0,79.0,38.7,10.0,0
142964,female,43,161.0,63.0,27.0,112.0,40.8,189.0,1
449199,male,40,170.0,75.0,2.0,83.0,38.3,6.0,0
220802,female,20,161.0,62.0,30.0,105.0,40.8,177.0,1
32315,male,24,185.0,90.0,10.0,77.0,39.7,10.0,0
358227,female,39,171.0,73.0,5.0,85.0,39.3,20.0,0
624211,male,63,197.0,102.0,2.0,81.0,38.0,9.0,0
20712,male,31,181.0,87.0,14.0,92.0,40.2,58.0,0
199995,male,33,184.0,83.0,3.0,82.0,38.8,7.0,0
586485,male,39,185.0,88.0,16.0,100.0,40.7,92.0,1
523388,male,31,181.0,86.0,24.0,98.0,40.7,116.0,1
618046,female,27,178.0,82.0,5.0,91.0,39.2,21.0,0
691963,female,72,166.0,65.0,12.0,87.0,39.8,56.0,0
620925,female,26,167.0,62.0,29.0,108.0,40.7,183.0,1
670022,female,20,158.0,54.0,21.0,105.0,40.6,124.0,1
258925,female,48,169.0,69.0,26.0,105.0,40.9,163.0,1
606432,female,71,154.0,62.0,29.0,108.0,41.2,203.0,1
463123,male,62,185.0,93.0,7.0,86.0,39.0,32.0,0
364285,female,21,174.0,69.0,24.0,101.0,40.7,128.0,1
42222,female,46,156.0,58.0,23.0,102.0,40.4,137.0,1
721617,male,31,191.0,91.0,20.0,101.0,40.3,114.0,1
227235,female,48,153.0,54.0,26.0,100.0,40.8,154.0,1
321698,female,21,167.0,65.0,9.0,91.0,39.5,40.0,0
556138,male,32,188.0,94.0,7.0,93.0,39.2,30.0,0
64750,female,22,159.0,59.0,15.0,94.0,40.0,73.0,0
405396,female,40,156.0,52.0,22.0,104.0,40.7,139.0,1
115833,female,40,164.0,62.0,22.0,96.0,40.7,116.0,1
361870,female,26,167.0,62.0,25.0,107.0,40.4,157.0,1
470676,male,50,187.0,87.0,2.0,86.0,38.1,8.0,0
680478,female,24,169.0,70.0,2.0,81.0,37.9,7.0,0
540528,female,48,166.0,67.0,7.0,95.0,39.6,37.0,0
339372,male,49,187.0,92.0,14.0,90.0,40.3,69.0,0
139576,female,23,162.0,57.0,10.0,93.0,39.8,45.0,0
207922,male,26,182.0,85.0,21.0,108.0,40.4,122.0,1
640511,female,39,158.0,54.0,29.0,107.0,40.7,187.0,1
278960,female,31,171.0,66.0,18.0,95.0,40.6,90.0,1
606852,female,40,151.0,51.0,28.0,107.0,41.1,183.0,1
263112,male,48,197.0,103.0,10.0,91.0,40.2,49.0,0
309864,male,25,172.0,73.0,17.0,104.0,40.1,88.0,1
508950,female,24,176.0,77.0,12.0,90.0,39.9,51.0,0
154258,male,38,190.0,93.0,27.0,108.0,40.8,190.0,1
267032,female,59,148.0,53.0,24.0,106.0,40.7,161.0,1
54260,male,22,189.0,88.0,6.0,86.0,39.3,23.0,0
342411,male,22,174.0,76.0,28.0,110.0,40.7,171.0,1
33932,female,45,174.0,72.0,27.0,103.0,40.9,158.0,1
542429,female,74,186.0,79.0,15.0,88.0,40.1,78.0,0
300069,female,24,163.0,65.0,7.0,97.0,39.9,32.0,0
501101,male,37,194.0,93.0,1.0,82.0,37.7,3.0,0
589682,male,51,201.0,103.0,21.0,102.0,40.4,138.0,1
163501,male,60,190.0,95.0,16.0,99.0,40.4,103.0,1
220998,male,37,190.0,90.0,8.0,86.0,39.6,29.0,0
172281,female,29,158.0,61.0,13.0,99.0,40.3,69.0,1
412954,male,25,174.0,78.0,25.0,107.0,40.5,145.0,1
179674,male,63,172.0,81.0,7.0,86.0,39.5,36.0,0
670486,male,61,175.0,71.0,21.0,102.0,40.7,140.0,1
127081,female,21,154.0,56.0,15.0,92.0,40.6,70.0,1
498495,male,31,179.0,82.0,4.0,91.0,39.1,16.0,0
56622,female,34,172.0,73.0,10.0,91.0,39.9,43.0,0
124105,male,59,196.0,100.0,10.0,83.0,39.8,42.0,0
105398,female,31,158.0,62.0,22.0,98.0,40.9,117.0,1
719842,male,24,176.0,82.0,20.0,93.0,40.8,80.0,1
54647,female,52,177.0,76.0,25.0,100.0,40.9,144.0,1
82478,male,51,204.0,101.0,8.0,92.0,39.5,46.0,0
292649,male,27,197.0,99.0,24.0,107.0,40.5,157.0,1
94389,female,22,155.0,54.0,18.0,97.0,40.2,91.0,1
281832,female,28,173.0,64.0,26.0,107.0,40.8,161.0,1
642937,male,43,183.0,87.0,23.0,105.0,40.5,150.0,1
92453,male,31,196.0,93.0,7.0,93.0,39.4,31.0,0
23117,female,51,169.0,68.0,13.0,91.0,40.1,63.0,0
685340,female,46,166.0,67.0,11.0,86.0,39.9,44.0,0
723810,male,44,174.0,73.0,15.0,93.0,40.4,68.0,0
114784,female,65,158.0,58.0,22.0,104.0,40.8,144.0,1
677151,male,34,187.0,88.0,9.0,92.0,39.8,38.0,0
139424,female,47,158.0,57.0,3.0,86.0,38.8,13.0,0
237007,female,27,162.0,63.0,4.0,77.0,39.1,13.0,0
645189,female,27,169.0,66.0,3.0,80.0,38.7,11.0,0
276303,male,22,179.0,76.0,13.0,91.0,40.2,45.0,0
669852,male,20,174.0,73.0,25.0,109.0,40.7,142.0,1
644019,male,25,164.0,66.0,7.0,87.0,39.4,17.0,0
169564,male,28,184.0,89.0,16.0,100.0,40.2,83.0,1
14442,male,31,178.0,74.0,6.0,87.0,39.1,16.0,0
100845,female,48,167.0,72.0,16.0,93.0,40.5,80.0,1
620152,male,42,179.0,80.0,14.0,101.0,40.3,82.0,1
245989,female,21,181.0,78.0,6.0,88.0,39.1,22.0,0
195811,male,25,185.0,81.0,15.0,96.0,40.1,65.0,0
657096,male,28,180.0,81.0,30.0,110.0,40.9,193.0,1
62237,male,36,191.0,90.0,22.0,97.0,40.9,113.0,1
35623,female,79,158.0,54.0,17.0,96.0,40.1,102.0,1
590792,male,48,184.0,81.0,4.0,91.0,38.9,19.0,0
64882,male,27,189.0,90.0,14.0,98.0,40.2,69.0,0
72381,female,35,162.0,57.0,18.0,94.0,40.5,93.0,1
527384,female,22,177.0,80.0,12.0,90.0,40.1,45.0,0
205381,male,54,189.0,90.0,11.0,91.0,39.9,57.0,0
530763,male,42,185.0,88.0,17.0,94.0,40.4,84.0,1
663247,male,32,178.0,80.0,23.0,110.0,40.5,146.0,1
485454,female,35,179.0,76.0,7.0,94.0,39.8,33.0,0
570792,male,32,191.0,97.0,19.0,101.0,40.6,106.0,1
718764,female,50,149.0,55.0,18.0,95.0,40.4,96.0,1
682429,female,26,170.0,69.0,14.0,97.0,39.9,71.0,0
635706,male,48,186.0,86.0,1.0,76.0,37.6,3.0,0
636928,female,21,169.0,63.0,23.0,104.0,41.0,130.0,1
550715,female,33,163.0,61.0,10.0,87.0,40.2,44.0,0
406013,female,48,162.0,59.0,21.0,111.0,40.5,149.0,1
59559,male,55,190.0,91.0,16.0,95.0,40.4,93.0,1
413015,female,54,167.0,67.0,7.0,86.0,39.4,31.0,0
141329,male,33,176.0,81.0,6.0,88.0,39.3,20.0,0
44826,female,44,172.0,71.0,4.0,88.0,39.0,17.0,0
18042,female,25,163.0,60.0,4.0,82.0,38.8,14.0,0
543452,female,29,170.0,69.0,16.0,92.0,40.3,73.0,0
613884,male,21,188.0,91.0,21.0,100.0,40.8,101.0,1
458370,male,21,173.0,77.0,20.0,102.0,40.5,98.0,1
6207,male,30,187.0,89.0,29.0,108.0,40.9,189.0,1
431006,female,39,154.0,56.0,26.0,109.0,40.8,174.0,1
428627,male,33,183.0,82.0,9.0,90.0,39.5,31.0,0
137162,female,42,163.0,58.0,9.0,91.0,39.7,43.0,0
503828,female,59,181.0,79.0,4.0,92.0,38.8,20.0,0
290638,male,30,205.0,112.0,30.0,116.0,40.5,230.0,1
109083,male,21,172.0,71.0,9.0,91.0,39.9,34.0,0
419335,male,20,189.0,85.0,7.0,87.0,39.4,18.0,0
407668,male,54,178.0,80.0,24.0,113.0,40.5,197.0,1
109452,female,42,154.0,53.0,8.0,84.0,39.4,31.0,0
496748,female,23,166.0,67.0,30.0,108.0,41.1,181.0,1
407414,male,40,176.0,80.0,3.0,88.0,38.9,13.0,0
612321,female,46,168.0,64.0,28.0,108.0,40.7,185.0,1
486294,female,37,165.0,60.0,15.0,91.0,40.3,69.0,0
233218,female,35,160.0,58.0,23.0,100.0,40.6,130.0,1
466331,female,54,176.0,72.0,6.0,85.0,39.2,25.0,0
679621,female,62,173.0,71.0,19.0,96.0,40.2,107.0,1
302589,male,52,182.0,89.0,6.0,84.0,39.2,23.0,0
675665,female,26,167.0,61.0,29.0,110.0,40.7,188.0,1
433239,male,62,196.0,101.0,28.0,104.0,40.7,217.0,1
81975,female,22,165.0,62.0,29.0,111.0,40.9,188.0,1
405403,female,30,178.0,70.0,17.0,99.0,40.6,89.0,1
276971,male,71,189.0,91.0,8.0,87.0,39.6,40.0,0
359590,female,24,173.0,68.0,16.0,93.0,40.6,69.0,1
230251,male,47,192.0,98.0,29.0,112.0,41.1,233.0,1
59911,male,21,193.0,95.0,2.0,82.0,38.1,4.0,0
6930,female,41,161.0,62.0,17.0,101.0,40.1,100.0,1
387671,female,22,172.0,71.0,20.0,96.0,40.5,96.0,1
1421,male,25,187.0,85.0,25.0,105.0,40.7,143.0,1
132216,male,28,198.0,96.0,22.0,98.0,40.8,113.0,1
235758,female,51,152.0,60.0,11.0,88.0,39.7,51.0,0
349565,male,45,187.0,92.0,6.0,87.0,39.3,25.0,0
300451,female,36,166.0,69.0,28.0,109.0,40.8,180.0,1
109579,female,33,169.0,68.0,22.0,99.0,40.6,117.0,1
358114,male,39,197.0,97.0,25.0,113.0,41.0,197.0,1
53235,male,21,181.0,83.0,27.0,113.0,40.7,175.0,1
684140,female,40,161.0,62.0,12.0,91.0,39.9,57.0,0
455162,male,26,175.0,73.0,11.0,99.0,39.9,51.0,0
304496,male,45,188.0,89.0,11.0,91.0,39.5,51.0,0
539075,male,40,154.0,58.0,23.0,102.0,40.5,124.0,1
